car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 37,,,,28,,arrived,arrived,0.0,,,
Car 37,,23,12,,,start_charge,starting to charge at Charger 12 (fid=23),0.0,,0.0,
Car 29,,,,84,,arrived,arrived,3.0,,,
Car 405,,,,54,,arrived,arrived,3.0,,,
Car 29,,89,15,,,start_charge,starting to charge at Charger 15 (fid=89),3.0,,0.0,
Car 405,,31,13,,,start_charge,starting to charge at Charger 13 (fid=31),3.0,,0.0,
Car 157,,,,53,,arrived,arrived,6.0,,,
Car 157,,51,9,,,start_charge,starting to charge at Charger 9 (fid=51),6.0,,0.0,
Car 403,,,,11,,arrived,arrived,9.0,,,
Car 403,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),9.0,,0.0,
Car 62,,,,37,,arrived,arrived,13.0,,,
Car 62,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),13.0,,0.0,
Car 60,,,,87,,arrived,arrived,20.0,,,
Car 60,,89,15,,,start_charge,starting to charge at Charger 15 (fid=89),20.0,,0.0,
Car 343,,,,9,,arrived,arrived,21.0,,,
Car 343,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),21.0,,0.0,
Car 199,,,,45,,arrived,arrived,27.0,,,
Car 199,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),27.0,,0.0,
Car 124,,,,57,,arrived,arrived,31.0,,,
Car 463,,,,18,,arrived,arrived,31.0,,,
Car 124,,31,13,,,start_charge,starting to charge at Charger 13 (fid=31),31.0,,0.0,
Car 463,,31,13,,,start_charge,starting to charge at Charger 13 (fid=31),31.0,,0.0,
Car 206,,,,37,,arrived,arrived,32.0,,,
Car 206,,17,4,,,start_charge,starting to charge at Charger 4 (fid=17),32.0,,0.0,
Car 281,,,,51,,arrived,arrived,48.0,,,
Car 281,,51,9,,,start_charge,starting to charge at Charger 9 (fid=51),48.0,,0.0,
Car 415,,,,69,,arrived,arrived,49.0,,,
Car 475,,,,9,,arrived,arrived,49.0,,,
Car 415,,19,3,,,start_charge,starting to charge at Charger 3 (fid=19),49.0,,0.0,
Car 475,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),49.0,,0.0,
Car 147,,,,25,,arrived,arrived,50.0,,,
Car 37,50.0,23,12,,,done,done charging,50.0,,,30.352942526217433
Car 147,,23,12,,,start_charge,starting to charge at Charger 12 (fid=23),50.0,,0.0,
Car 59,,,,37,,arrived,arrived,52.0,,,
Car 349,,,,83,,arrived,arrived,52.0,,,
