car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,msg,t,to_charger_id,waited,walking_dist_m
Car 574,,,,33,,arrived,arrived,0.0,,,
Car 574,,44,12,,,start_charge,starting to charge at Charger 12 (fid=44),0.0,,0.0,
Car 893,,,,5,,arrived,arrived,1.0,,,
Car 893,,44,12,,,start_charge,starting to charge at Charger 12 (fid=44),1.0,,0.0,
Car 408,,,,80,,arrived,arrived,2.0,,,
Car 408,,81,9,,,start_charge,starting to charge at Charger 9 (fid=81),2.0,,0.0,
Car 168,,,,54,,arrived,arrived,3.0,,,
Car 168,,54,28,,,start_charge,starting to charge at Charger 28 (fid=54),3.0,,0.0,
Car 345,,,,5,,arrived,arrived,5.0,,,
Car 614,,,,18,,arrived,arrived,5.0,,,
Car 345,,15,19,,,start_charge,starting to charge at Charger 19 (fid=15),5.0,,0.0,
Car 614,,71,24,,,start_charge,starting to charge at Charger 24 (fid=71),5.0,,0.0,
Car 166,,,,11,,arrived,arrived,9.0,,,
Car 580,,,,9,,arrived,arrived,9.0,,,
Car 166,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),9.0,,0.0,
Car 580,,10,14,,,start_charge,starting to charge at Charger 14 (fid=10),9.0,,0.0,
Car 1081,,,,6,,arrived,arrived,11.0,,,
Car 1081,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),11.0,,0.0,
Car 848,,,,77,,arrived,arrived,12.0,,,
Car 848,,40,5,,,start_charge,starting to charge at Charger 5 (fid=40),12.0,,0.0,
Car 498,,,,12,,arrived,arrived,14.0,,,
Car 498,,21,21,,,start_charge,starting to charge at Charger 21 (fid=21),14.0,,0.0,
Car 685,,,,77,,arrived,arrived,15.0,,,
Car 808,,,,5,,arrived,arrived,15.0,,,
Car 685,,40,5,,,start_charge,starting to charge at Charger 5 (fid=40),15.0,,0.0,
Car 808,,44,12,,,start_charge,starting to charge at Charger 12 (fid=44),15.0,,0.0,
Car 363,,,,4,,arrived,arrived,16.0,,,
Car 363,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),16.0,,0.0,
Car 901,,,,45,,arrived,arrived,17.0,,,
Car 901,,40,5,,,start_charge,starting to charge at Charger 5 (fid=40),17.0,,0.0,
Car 634,,,,65,,arrived,arrived,20.0,,,
Car 634,,8,23,,,start_charge,starting to charge at Charger 23 (fid=8),20.0,,0.0,
Car 106,,,,9,,arrived,arrived,21.0,,,
Car 302,,,,32,,arrived,arrived,21.0,,,
Car 379,,,,63,,arrived,arrived,21.0,,,
Car 106,,10,14,,,start_charge,starting to charge at Charger 14 (fid=10),21.0,,0.0,
Car 302,,44,12,,,start_charge,starting to charge at Charger 12 (fid=44),21.0,,0.0,
Car 379,,8,23,,,start_charge,starting to charge at Charger 23 (fid=8),21.0,,0.0,
Car 1004,,,,14,,arrived,arrived,22.0,,,
Car 1004,,17,2,,,start_charge,starting to charge at Charger 2 (fid=17),22.0,,0.0,
Car 301,,,,15,,arrived,arrived,23.0,,,
Car 301,,15,19,,,start_charge,starting to charge at Charger 19 (fid=15),23.0,,0.0,
Car 529,,,,22,,arrived,arrived,26.0,,,
Car 529,,22,17,,,start_charge,starting to charge at Charger 17 (fid=22),26.0,,0.0,
Car 1017,,,,73,,arrived,arrived,28.0,,,
Car 1017,,8,23,,,start_charge,starting to charge at Charger 23 (fid=8),28.0,,0.0,
Car 340,,,,61,,arrived,arrived,29.0,,,
Car 340,,40,5,,,start_charge,starting to charge at Charger 5 (fid=40),29.0,,0.0,
Car 226,,,,18,,arrived,arrived,31.0,,,
Car 226,,71,24,,,start_charge,starting to charge at Charger 24 (fid=71),31.0,,0.0,
Car 456,,,,37,,arrived,arrived,35.0,,,
Car 456,,8,23,,,start_charge,starting to charge at Charger 23 (fid=8),35.0,,0.0,
Car 329,,,,18,,arrived,arrived,37.0,,,
Car 1033,,,,2,,arrived,arrived,37.0,,,
Car 329,,71,24,,,start_charge,starting to charge at Charger 24 (fid=71),37.0,,0.0,
Car 1033,,76,26,,,start_charge,starting to charge at Charger 26 (fid=76),37.0,,0.0,
Car 1087,,,,37,,arrived,arrived,38.0,,,
Car 1087,,8,23,,,start_charge,starting to charge at Charger 23 (fid=8),38.0,,0.0,
Car 1054,,,,79,,arrived,arrived,40.0,,,
Car 1054,,116,10,,,start_charge,starting to charge at Charger 10 (fid=116),40.0,,0.0,
Car 335,,,,61,,arrived,arrived,42.0,,,
Car 1001,,,,7,,arrived,arrived,42.0,,,
Car 335,,40,5,,,start_charge,starting to charge at Charger 5 (fid=40),42.0,,0.0,
Car 1001,,7,1,,,start_charge,starting to charge at Charger 1 (fid=7),42.0,,0.0,
Car 296,,,,73,,arrived,arrived,43.0,,,
Car 269,,,,85,,arrived,arrived,46.0,,,
Car 269,,85,27,,,start_charge,starting to charge at Charger 27 (fid=85),46.0,,0.0,
Car 44,,,,51,,arrived,arrived,48.0,,,
Car 296,,,,,23,switch,"Charger 23 (fid=8) not available, trying Charger 14 (fid=10)",48.0,14,,
Car 296,,10,14,,,start_charge,starting to charge at Charger 14 (fid=10),48.643920570800375,,5.0,
Car 178,,,,69,,arrived,arrived,49.0,,,
Car 238,,,,9,,arrived,arrived,49.0,,,
Car 178,,70,13,,,start_charge,starting to charge at Charger 13 (fid=70),49.0,,0.0,
Car 238,,10,14,,,start_charge,starting to charge at Charger 14 (fid=10),49.0,,0.0,
Car 721,,,,61,,arrived,arrived,51.0,,,
Car 112,,,,83,,arrived,arrived,52.0,,,
Car 717,,,,4,,arrived,arrived,52.0,,,
Car 112,,76,26,,,start_charge,starting to charge at Charger 26 (fid=76),52.0,,0.0,
Car 717,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),52.0,,0.0,
Car 30,,,,37,,arrived,arrived,53.0,,,
Car 549,,,,39,,arrived,arrived,53.0,,,
Car 44,,,,,5,switch,"Charger 5 (fid=40) not available, trying Charger 19 (fid=15)",53.0,19,,
Car 56,,,,43,,arrived,arrived,54.0,,,
Car 56,,23,25,,,start_charge,starting to charge at Charger 25 (fid=23),54.0,,0.0,
Car 366,,,,35,,arrived,arrived,55.0,,,
Car 588,,,,58,,arrived,arrived,55.0,,,
Car 366,,28,29,,,start_charge,starting to charge at Charger 29 (fid=28),55.0,,0.0,
Car 588,,15,19,,,start_charge,starting to charge at Charger 19 (fid=15),55.0,,0.0,
Car 44,,15,19,,,start_charge,starting to charge at Charger 19 (fid=15),55.604740263114856,,5.0,
Car 369,,,,4,,arrived,arrived,56.0,,,
Car 867,,,,77,,arrived,arrived,56.0,,,
Car 721,,,,,5,switch,"Charger 5 (fid=40) not available, trying Charger 18 (fid=66)",56.0,18,,
Car 369,,1,0,,,start_charge,starting to charge at Charger 0 (fid=1),56.0,,0.0,
Car 721,,66,18,,,start_charge,starting to charge at Charger 18 (fid=66),57.98903930095838,,5.0,
Car 30,,,,,23,switch,"Charger 23 (fid=8) not available, trying Charger 28 (fid=54)",58.0,28,,
Car 549,,,,,5,switch,"Charger 5 (fid=40) not available, trying Charger 19 (fid=15)",58.0,19,,
Car 30,,54,28,,,start_charge,starting to charge at Charger 28 (fid=54),60.23403150980594,,5.0,
Car 549,,15,19,,,start_charge,starting to charge at Charger 19 (fid=15),60.604740263114856,,5.0,
