car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,walking_dist_m
Car 137,,,,41,,arrived,,arrived,3.0,,
Car 137,,31,6,,,start_charge,,starting to charge at Charger 6 (fid=31),3.0,,
Car 124,,,,68,,arrived,,arrived,17.0,,
Car 171,,,,61,,arrived,,arrived,17.0,,
Car 124,,115,0,,,start_charge,,starting to charge at Charger 0 (fid=115),17.0,,
Car 171,,11,4,,,start_charge,,starting to charge at Charger 4 (fid=11),17.0,,
Car 136,,,,32,,arrived,,arrived,21.0,,
Car 136,,,,,0,switch,,"Charger 0 (fid=115) not available, trying Charger 7 (fid=22)",22.0,7,
Car 136,,22,7,,,start_charge,,starting to charge at Charger 7 (fid=22),23.790082392012966,,
Car 119,,,,45,,arrived,,arrived,35.0,,
Car 119,,,,,4,switch,,"Charger 4 (fid=11) not available, trying Charger 7 (fid=22)",36.0,7,
Car 72,,,,58,,arrived,,arrived,39.0,,
Car 72,,12,3,,,start_charge,,starting to charge at Charger 3 (fid=12),39.0,,
Car 119,,,,,7,switch,,"Charger 7 (fid=22) not available, trying Charger 2 (fid=8)",40.533608589829555,2,
Car 119,,8,2,,,start_charge,,starting to charge at Charger 2 (fid=8),47.19104843434704,,
Car 47,,,,51,,arrived,,arrived,49.0,,
Car 80,,,,42,,arrived,,arrived,49.0,,
Car 80,,47,5,,,start_charge,,starting to charge at Charger 5 (fid=47),49.0,,
Car 47,,,,,4,switch,,"Charger 4 (fid=11) not available, trying Charger 3 (fid=12)",50.0,3,
Car 47,,,,,3,switch,,"Charger 3 (fid=12) not available, trying Charger 2 (fid=8)",55.79050609035974,2,
Car 5,,,,41,,arrived,,arrived,56.0,,
Car 169,,,,11,,arrived,,arrived,57.0,,
Car 5,,,,,6,switch,,"Charger 6 (fid=31) not available, trying Charger 5 (fid=47)",57.0,5,
Car 169,,,,,4,switch,,"Charger 4 (fid=11) not available, trying Charger 0 (fid=115)",58.0,0,
Car 5,,,,,5,switch,,"Charger 5 (fid=47) not available, trying Charger 1 (fid=33)",59.25578751060719,1,
Car 5,,33,1,,,start_charge,,starting to charge at Charger 1 (fid=33),61.21133031505386,,
Car 169,,,,,0,switch,,"Charger 0 (fid=115) not available, trying Charger 2 (fid=8)",62.15145043795039,2,
Car 47,,,,,2,switch,,"Charger 2 (fid=8) not available, trying Charger 7 (fid=22)",64.38674196140914,7,
Car 53,,,,14,,arrived,,arrived,68.0,,
Car 169,,,,,2,switch,,"Charger 2 (fid=8) not available, trying Charger 7 (fid=22)",68.91668685201898,7,
Car 53,,,,,0,switch,,"Charger 0 (fid=115) not available, trying Charger 7 (fid=22)",69.0,7,
Car 53,,,,,7,switch,,"Charger 7 (fid=22) not available, trying Charger 4 (fid=11)",71.79008239201296,4,
Car 61,,,,43,,arrived,,arrived,72.0,,
Car 47,,,,,7,switch,,"Charger 7 (fid=22) not available, trying Charger 0 (fid=115)",72.04418180592663,0,
Car 61,,,,,5,switch,,"Charger 5 (fid=47) not available, trying Charger 6 (fid=31)",73.0,6,
Car 47,,,,,0,switch,,"Charger 0 (fid=115) not available, trying Charger 6 (fid=31)",74.83426419793959,6,
Car 61,,,,,6,switch,,"Charger 6 (fid=31) not available, trying Charger 1 (fid=33)",75.25578751060719,1,
Car 53,,,,,4,switch,,"Charger 4 (fid=11) not available, trying Charger 6 (fid=31)",76.32369098184252,6,
Car 169,,,,,7,switch,,"Charger 7 (fid=22) not available, trying Charger 6 (fid=31)",76.57412669653647,6,
Car 61,,,,,1,switch,,"Charger 1 (fid=33) not available, trying Charger 0 (fid=115)",77.78024824949053,0,
Car 47,,,,,6,switch,,"Charger 6 (fid=31) not available, trying Charger 5 (fid=47)",78.88317042321401,5,
Car 124,62.0,115,0,,,done,,done charging,79.0,,60.76119551332306
Car 47,,,,,5,switch,,"Charger 5 (fid=47) not available, trying Charger 1 (fid=33)",81.1389579338212,1,
Car 169,,,,,6,switch,,"Charger 6 (fid=31) not available, trying Charger 5 (fid=47)",81.54919655857361,5,
Car 53,,,,,6,switch,,"Charger 6 (fid=31) not available, trying Charger 3 (fid=12)",81.67452375027833,3,
Car 61,,115,0,,,start_charge,,starting to charge at Charger 0 (fid=115),81.68732728423215,,
Car 36,,,,81,,arrived,,arrived,83.0,,
Car 147,,,,26,,arrived,,arrived,83.0,,
Car 169,,,,,5,switch,,"Charger 5 (fid=47) not available, trying Charger 3 (fid=12)",83.8049840691808,3,
Car 36,,,,,3,switch,,"Charger 3 (fid=12) not available, trying Charger 7 (fid=22)",84.0,7,
Car 147,,,,,7,switch,,"Charger 7 (fid=22) not available, trying Charger 0 (fid=115)",84.0,0,
Car 47,,,,,,gave_up,1,"no alternate charger available, gave up",84.09450073826787,,
Car 147,,,,,0,switch,,"Charger 0 (fid=115) not available, trying Charger 4 (fid=11)",86.79008239201296,4,
Car 136,64.0,22,7,,,done,,done charging,87.79008239201296,,172.44157598679902
Car 88,,,,80,,arrived,,arrived,88.0,,
Car 88,,22,7,,,start_charge,,starting to charge at Charger 7 (fid=22),88.0,,
Car 36,,,,,7,switch,,"Charger 7 (fid=22) not available, trying Charger 4 (fid=11)",89.61911060008231,4,
Car 53,,,,,3,switch,,"Charger 3 (fid=12) not available, trying Charger 1 (fid=33)",90.34364631758454,1,
Car 147,,,,,4,switch,,"Charger 4 (fid=11) not available, trying Charger 6 (fid=31)",90.94153282996335,6,
Car 169,,,,,3,switch,,"Charger 3 (fid=12) not available, trying Charger 1 (fid=33)",92.90580454615659,1,
