car,charge_time,charger_fid,charger_id,destination_fid,from_charger_id,kind,last_charger_id,msg,t,to_charger_id,waited,walking_dist_m
Car 0,,,,17,,arrived,,arrived,45.477264176418146,,,
Car 0,,307904,2,,,start_charge,,starting to charge at Charger 2 (fid=307904),45.477264176418146,,0.0,
Car 1,,,,85,,arrived,,arrived,50.665311091502886,,,
Car 1,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),50.665311091502886,,0.0,
Car 2,,,,117,,arrived,,arrived,75.5350050175778,,,
Car 2,,,,,2,switch,,"Charger 2 (fid=307904) not available, trying Charger 3 (fid=307905)",80.5350050175778,3,,
Car 2,,307905,3,,,start_charge,,starting to charge at Charger 3 (fid=307905),80.79863119914187,,5.0,
Car 3,,,,29,,arrived,,arrived,85.2342948498507,,,
Car 3,,31,7,,,start_charge,,starting to charge at Charger 7 (fid=31),85.2342948498507,,0.0,
Car 1,55.0,308108,4,,,done,,done charging,105.66531109150289,,,201.56588025333605
Car 2,61.0,307905,3,,,done,,done charging,141.79863119914188,,,195.8532583149443
Car 0,98.0,307904,2,,,done,,done charging,143.47726417641815,,,195.70595856928733
Car 4,,,,36,,arrived,,arrived,144.29604824702486,,,
Car 4,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),144.29604824702486,,0.0,
Car 5,,,,2,,arrived,,arrived,150.67648328211652,,,
Car 5,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),150.67648328211652,,0.0,
Car 3,96.0,31,7,,,done,,done charging,181.2342948498507,,,80.05418651475748
Car 6,,,,115,,arrived,,arrived,198.19876356473566,,,
Car 6,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),198.19876356473566,,0.0,
Car 5,72.0,308108,4,,,done,,done charging,222.67648328211652,,,133.51194051660465
Car 7,,,,62,,arrived,,arrived,227.02791534208637,,,
Car 7,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),227.02791534208637,,0.0,
Car 4,98.0,308440,0,,,done,,done charging,242.29604824702486,,,170.52989220743032
Car 6,45.0,308440,0,,,done,,done charging,243.19876356473566,,,57.33694120795549
Car 8,,,,10,,arrived,,arrived,268.59581724914136,,,
Car 8,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),268.59581724914136,,0.0,
Car 9,,,,4,,arrived,,arrived,275.0029223673019,,,
Car 9,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),275.0029223673019,,0.0,
Car 10,,,,69,,arrived,,arrived,316.91027066398226,,,
Car 10,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),316.91027066398226,,0.0,
Car 11,,,,8,,arrived,,arrived,330.2812113490434,,,
Car 11,,,,,5,switch,,"Charger 5 (fid=73) not available, trying Charger 6 (fid=60)",335.2812113490434,6,,
Car 8,69.0,73,5,,,done,,done charging,337.59581724914136,,,247.0455615545851
Car 11,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),338.31040037056295,,5.0,
Car 7,112.0,60,6,,,done,,done charging,339.0279153420864,,,108.72370347766685
Car 9,70.0,73,5,,,done,,done charging,345.0029223673019,,,188.1808241542504
Car 12,,,,62,,arrived,,arrived,345.3482522494334,,,
Car 12,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),345.3482522494334,,0.0,
Car 13,,,,30,,arrived,,arrived,354.48677311172014,,,
Car 13,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),354.48677311172014,,0.0,
Car 14,,,,78,,arrived,,arrived,375.0303804817464,,,
Car 14,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),375.0303804817464,,0.0,
Car 15,,,,91,,arrived,,arrived,378.60885415915993,,,
Car 15,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),378.60885415915993,,0.0,
Car 16,,,,65,,arrived,,arrived,388.3285629271628,,,
Car 16,,73,5,,,start_charge,,starting to charge at Charger 5 (fid=73),388.3285629271628,,0.0,
Car 10,80.0,308440,0,,,done,,done charging,396.91027066398226,,,50.96015061371372
Car 17,,,,9,,arrived,,arrived,397.1021398005199,,,
Car 18,,,,31,,arrived,,arrived,401.03903591492644,,,
Car 18,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),401.03903591492644,,0.0,
Car 13,47.0,308440,0,,,done,,done charging,401.48677311172014,,,135.6181282481665
Car 17,,,,,5,switch,,"Charger 5 (fid=73) not available, trying Charger 6 (fid=60)",402.1021398005199,6,,
Car 19,,,,4,,arrived,,arrived,403.7899048956077,,,
Car 11,68.0,60,6,,,done,,done charging,406.31040037056295,,,293.72673876710047
Car 19,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),406.31040037056295,,2.5204954749552257,
Car 20,,,,68,,arrived,,arrived,408.61303415979535,,,
Car 20,,308440,0,,,start_charge,,starting to charge at Charger 0 (fid=308440),408.61303415979535,,0.0,
Car 17,,,,,6,switch,,"Charger 6 (fid=60) not available, trying Charger 0 (fid=308440)",410.13132882203945,0,,
Car 21,,,,35,,arrived,,arrived,413.9302972780796,,,
Car 22,,,,27,,arrived,,arrived,414.12995702637494,,,
Car 22,,31,7,,,start_charge,,starting to charge at Charger 7 (fid=31),414.12995702637494,,0.0,
Car 23,,,,87,,arrived,,arrived,414.5847753580944,,,
Car 23,,308108,4,,,start_charge,,starting to charge at Charger 4 (fid=308108),414.5847753580944,,0.0,
Car 21,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 2 (fid=307904)",418.9302972780796,2,,
Car 24,,,,72,,arrived,,arrived,418.9671285622592,,,
Car 17,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 1 (fid=308702)",419.7591643542964,1,,
Car 25,,,,63,,arrived,,arrived,420.06856915886567,,,
Car 26,,,,4,,arrived,,arrived,420.84250200984116,,,
Car 17,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),422.86961698169483,,15.0,
Car 21,,307904,2,,,start_charge,,starting to charge at Charger 2 (fid=307904),423.2667847769729,,5.0,
Car 24,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 7 (fid=31)",423.9671285622592,7,,
Car 25,,,,,5,switch,,"Charger 5 (fid=73) not available, trying Charger 1 (fid=308702)",425.06856915886567,1,,
Car 26,,,,,5,switch,,"Charger 5 (fid=73) not available, trying Charger 1 (fid=308702)",425.84250200984116,1,,
Car 27,,,,19,,arrived,,arrived,426.04207248410194,,,
Car 24,,31,7,,,start_charge,,starting to charge at Charger 7 (fid=31),426.8404346542276,,5.0,
Car 25,,308702,1,,,start_charge,,starting to charge at Charger 1 (fid=308702),428.9896410658087,,5.0,
Car 27,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 7 (fid=31)",431.04207248410194,7,,
Car 26,,,,,1,switch,,"Charger 1 (fid=308702) not available, trying Charger 7 (fid=31)",434.7635739167842,7,,
Car 28,,,,32,,arrived,,arrived,435.6295386235176,,,
Car 15,59.0,308108,4,,,done,,done charging,437.60885415915993,,,184.12729320122304
Car 27,,,,,7,switch,,"Charger 7 (fid=31) not available, trying Charger 1 (fid=308702)",438.91537857607034,1,,
Car 12,95.0,60,6,,,done,,done charging,440.3482522494334,,,108.72370347766685
Car 26,,,,,7,switch,,"Charger 7 (fid=31) not available, trying Charger 6 (fid=60)",440.4669755157687,6,,
Car 28,,,,,0,switch,,"Charger 0 (fid=308440) not available, trying Charger 2 (fid=307904)",440.6295386235176,2,,
Car 29,,,,13,,arrived,,arrived,443.9294125334561,,,
Car 27,,,,,1,switch,,"Charger 1 (fid=308702) not available, trying Charger 5 (fid=73)",444.61878017505484,5,,
Car 30,,,,37,,arrived,,arrived,446.050310127227,,,
Car 26,,60,6,,,start_charge,,starting to charge at Charger 6 (fid=60),446.46979351181704,,15.0,
Car 31,,,,72,,arrived,,arrived,448.620586593163,,,
Car 29,,,,,7,switch,,"Charger 7 (fid=31) not available, trying Charger 1 (fid=308702)",448.9294125334561,1,,
Car 28,,,,,2,switch,,"Charger 2 (fid=307904) not available, trying Charger 3 (fid=307905)",449.9660261224109,3,,
